year,count_date,hour,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,count_point_id
2014,08/10/2014,14,E,3,0,10,0,1,0,0,0,0,0,0,0,11,944781
2014,08/10/2014,15,E,1,0,41,0,2,0,0,0,0,0,0,0,43,944781
2014,08/10/2014,16,E,0,0,19,0,3,0,0,0,0,0,0,0,22,944781
2014,08/10/2014,17,E,0,0,35,0,2,0,0,0,0,0,0,0,37,944781
2014,08/10/2014,18,E,0,0,19,0,3,0,0,0,0,0,0,0,22,944781
2014,08/10/2014,7,W,1,0,11,0,2,0,0,0,0,0,0,0,13,944781
2014,08/10/2014,8,W,0,0,65,0,3,0,0,0,0,0,0,0,68,944781
2014,08/10/2014,9,W,0,0,22,0,3,1,0,0,0,0,0,1,26,944781
2014,08/10/2014,10,W,2,0,19,0,1,0,0,0,0,0,0,0,20,944781
2014,08/10/2014,11,W,1,0,20,0,5,0,0,0,0,0,0,0,25,944781
2014,08/10/2014,12,W,0,0,19,0,4,0,0,0,0,0,0,0,23,944781
2014,08/10/2014,13,W,1,0,27,0,2,0,0,0,0,0,0,0,29,944781
2014,08/10/2014,14,W,1,0,30,0,2,0,0,0,0,0,0,0,32,944781
2014,08/10/2014,15,W,3,0,34,0,2,0,0,0,0,0,0,0,36,944781
2014,08/10/2014,16,W,0,0,28,0,2,0,0,0,0,0,0,0,30,944781
2014,08/10/2014,17,W,0,0,49,0,9,0,0,0,0,0,0,0,58,944781
2014,08/10/2014,18,W,0,0,40,0,4,0,0,0,0,0,0,0,44,944781
2014,06/10/2014,7,N,1,0,3,0,0,0,0,0,0,0,0,0,3,944782
2014,06/10/2014,8,N,1,0,8,0,2,0,0,0,0,0,0,0,10,944782
2014,06/10/2014,9,N,0,1,5,0,2,0,0,0,0,0,0,0,8,944782
2014,06/10/2014,10,N,0,0,13,0,5,0,0,0,0,0,0,0,18,944782
2014,06/10/2014,11,N,0,0,13,0,0,0,0,0,0,0,0,0,13,944782
2014,06/10/2014,12,N,0,0,10,0,1,0,0,0,0,0,0,0,11,944782
2014,06/10/2014,13,N,0,0,15,0,2,0,0,0,0,0,0,0,17,944782
2014,06/10/2014,14,N,0,0,9,0,0,0,0,0,0,0,0,0,9,944782
2014,06/10/2014,15,N,0,0,17,0,3,0,0,0,0,0,0,0,20,944782
2014,06/10/2014,16,N,0,2,15,0,3,0,0,0,0,0,0,0,20,944782
2014,06/10/2014,17,N,0,0,14,0,2,0,0,0,0,0,0,0,16,944782
2014,06/10/2014,18,N,0,0,15,0,3,0,0,0,0,0,0,0,18,944782
2014,06/10/2014,7,S,1,0,10,0,0,0,0,0,0,0,0,0,10,944782
2014,06/10/2014,8,S,1,1,16,0,2,0,0,0,0,0,0,0,19,944782
2014,06/10/2014,9,S,1,0,13,0,1,0,0,0,0,0,0,0,14,944782
2014,06/10/2014,10,S,0,1,15,0,3,0,0,0,0,0,0,0,19,944782
2014,06/10/2014,11,S,0,1,11,0,1,0,0,0,0,0,0,0,13,944782
2014,06/10/2014,12,S,0,0,9,0,1,0,0,0,0,0,0,0,10,944782
2014,06/10/2014,13,S,0,0,10,0,3,0,0,0,0,0,0,0,13,944782
2014,06/10/2014,14,S,0,0,14,0,0,0,0,0,0,0,0,0,14,944782
2014,06/10/2014,15,S,0,0,18,0,2,0,0,0,0,0,0,0,20,944782
2014,06/10/2014,16,S,0,0,5,0,0,0,0,0,0,0,0,0,5,944782
2014,06/10/2014,17,S,0,0,11,0,2,0,0,0,0,0,0,0,13,944782
2014,06/10/2014,18,S,0,0,10,0,3,0,0,0,0,0,0,0,13,944782
2014,23/09/2014,12,E,1,0,13,0,6,0,0,0,0,0,0,0,19,944785
2014,23/09/2014,13,E,0,0,10,0,4,0,0,0,0,0,0,0,14,944785
2014,23/09/2014,7,E,1,0,18,0,2,0,0,0,0,0,0,0,20,944785
2014,23/09/2014,8,E,1,0,28,0,0,0,0,0,0,0,0,0,28,944785
2014,23/09/2014,9,E,1,0,14,0,0,0,0,0,0,0,0,0,14,944785
2014,23/09/2014,10,E,0,0,10,0,5,0,0,0,0,0,0,0,15,944785
2014,23/09/2014,11,E,1,0,11,0,2,0,0,0,0,0,0,0,13,944785
2014,23/09/2014,14,E,0,0,18,0,4,0,0,0,0,0,0,0,22,944785
2014,23/09/2014,15,E,1,0,15,0,1,0,0,0,0,0,0,0,16,944785
2014,23/09/2014,16,E,0,0,16,0,6,0,0,0,0,0,0,0,22,944785
2014,23/09/2014,17,E,1,0,29,0,1,0,0,0,0,0,0,0,30,944785
2014,23/09/2014,18,E,1,0,16,0,1,0,0,0,0,0,0,0,17,944785
2014,23/09/2014,7,W,1,0,11,0,2,0,0,0,0,0,0,0,13,944785
2014,23/09/2014,8,W,0,0,18,0,1,0,0,0,0,0,0,0,19,944785
2014,23/09/2014,9,W,1,0,16,0,3,0,0,0,0,0,0,0,19,944785
2014,23/09/2014,10,W,0,0,9,0,3,1,0,0,0,0,0,1,13,944785
2014,23/09/2014,11,W,0,0,16,0,1,0,1,0,0,0,0,1,18,944785
2014,23/09/2014,12,W,4,0,16,0,2,0,0,0,0,0,0,0,18,944785
2014,23/09/2014,13,W,0,0,14,0,8,0,0,0,0,0,0,0,22,944785
2014,23/09/2014,14,W,0,0,18,0,5,0,0,0,0,0,0,0,23,944785
2014,23/09/2014,15,W,3,0,16,0,1,0,0,0,0,0,0,0,17,944785
2014,23/09/2014,16,W,0,0,19,0,6,0,0,0,0,0,0,0,25,944785
2014,23/09/2014,17,W,1,0,23,0,2,0,0,0,0,0,0,0,25,944785
2014,23/09/2014,18,W,1,0,19,0,1,0,0,0,0,0,0,0,20,944785
2014,15/05/2014,7,N,4,0,33,0,13,1,0,0,0,0,0,1,47,944787
2014,15/05/2014,8,N,1,0,52,0,8,0,0,0,0,0,0,0,60,944787
2014,15/05/2014,9,N,2,0,47,0,3,0,0,0,0,0,0,0,50,944787
2014,15/05/2014,10,N,0,1,41,0,3,0,0,0,0,0,0,0,45,944787
2014,15/05/2014,11,N,4,1,35,0,4,1,0,0,0,0,0,1,41,944787
2014,15/05/2014,12,N,2,0,33,0,4,1,0,0,0,0,0,1,38,944787
2014,15/05/2014,13,N,0,0,31,0,7,1,0,0,0,0,0,1,39,944787
2014,15/05/2014,14,N,2,0,36,0,7,0,0,0,0,0,0,0,43,944787
2014,15/05/2014,15,N,2,1,39,0,10,0,0,0,0,0,0,0,50,944787
2014,15/05/2014,16,N,1,0,69,0,7,1,0,0,0,0,0,1,77,944787
2014,15/05/2014,17,N,1,0,46,0,4,0,0,0,0,0,0,0,50,944787
2014,15/05/2014,18,N,0,0,39,0,4,0,0,0,0,0,0,0,43,944787
2014,15/05/2014,7,S,0,0,54,0,20,1,0,0,0,0,0,1,75,944787
2014,15/05/2014,8,S,1,0,83,0,11,0,0,0,0,0,0,0,94,944787
2014,15/05/2014,9,S,1,0,35,0,9,0,0,0,0,0,0,0,44,944787
2014,15/05/2014,10,S,0,1,20,0,4,0,0,0,0,0,0,0,25,944787
2014,15/05/2014,11,S,2,1,32,0,5,1,0,0,0,0,0,1,39,944787
2014,15/05/2014,12,S,1,0,24,0,2,2,0,0,0,0,0,2,28,944787
2014,15/05/2014,13,S,1,1,26,0,2,1,0,0,0,0,0,1,30,944787
2014,15/05/2014,14,S,1,0,29,0,5,1,0,0,0,0,0,1,35,944787
2014,15/05/2014,15,S,1,0,51,0,6,0,0,0,0,0,0,0,57,944787
2014,15/05/2014,16,S,4,1,64,0,8,0,0,0,0,0,0,0,73,944787
2014,15/05/2014,17,S,0,0,52,0,3,0,0,0,0,0,0,0,55,944787
2014,15/05/2014,18,S,2,0,49,0,4,0,0,0,0,0,0,0,53,944787
2014,29/04/2014,7,E,0,0,8,0,5,1,0,0,0,0,0,1,14,944788
2014,29/04/2014,8,E,0,0,19,0,3,0,0,0,0,0,0,0,22,944788
2014,29/04/2014,9,E,0,0,11,0,10,0,0,0,0,0,0,0,21,944788
2014,29/04/2014,10,E,0,0,9,0,6,0,0,0,0,0,0,0,15,944788
2014,29/04/2014,11,E,0,0,15,0,5,0,0,0,0,0,0,0,20,944788
2014,29/04/2014,12,E,0,0,24,0,8,0,0,0,0,0,0,0,32,944788
2014,29/04/2014,13,E,0,0,15,0,11,0,0,0,0,0,0,0,26,944788
2014,29/04/2014,14,E,0,0,20,0,6,1,0,0,0,0,0,1,27,944788
2014,29/04/2014,15,E,5,1,27,0,9,0,0,0,0,0,0,0,37,944788
2014,29/04/2014,16,E,0,0,36,0,9,1,0,0,0,0,0,1,46,944788
2014,29/04/2014,17,E,1,1,38,0,1,1,0,0,0,0,0,1,41,944788
2014,29/04/2014,18,E,0,1,40,0,3,0,0,0,0,0,0,0,44,944788
2014,29/04/2014,7,W,0,2,30,0,18,1,0,0,0,0,0,1,51,944788
2014,29/04/2014,8,W,1,1,47,0,4,0,0,0,0,0,0,0,52,944788
2014,29/04/2014,9,W,0,0,19,0,10,0,0,0,0,0,0,0,29,944788
2014,29/04/2014,10,W,0,0,10,0,3,0,0,0,0,0,0,0,13,944788
2014,29/04/2014,11,W,0,0,14,0,4,0,0,0,0,0,0,0,18,944788
2014,29/04/2014,12,W,0,0,15,0,9,0,0,0,0,0,0,0,24,944788
2014,29/04/2014,13,W,0,1,15,0,8,0,0,0,0,0,0,0,24,944788
2014,29/04/2014,14,W,0,0,19,0,5,2,0,0,0,0,0,2,26,944788
2014,29/04/2014,15,W,2,0,20,0,5,0,0,0,0,0,0,0,25,944788
2014,29/04/2014,16,W,0,0,19,0,9,0,0,0,0,0,0,0,28,944788
2014,29/04/2014,17,W,1,0,29,0,2,1,0,0,0,0,0,1,32,944788
2014,29/04/2014,18,W,1,0,16,0,2,0,0,0,0,0,0,0,18,944788
2014,01/07/2014,7,E,1,0,64,0,0,2,0,0,0,0,0,2,66,944789
2014,01/07/2014,8,E,4,0,119,0,0,2,0,0,0,0,0,2,121,944789
2014,01/07/2014,9,E,0,0,59,0,0,3,0,0,0,0,0,3,62,944789
2014,01/07/2014,10,E,0,0,63,0,1,1,1,0,0,0,0,2,66,944789
2014,01/07/2014,11,E,2,1,64,0,12,1,0,0,0,0,0,1,78,944789
2014,01/07/2014,12,E,2,1,80,0,16,3,0,0,0,0,0,3,100,944789
2014,01/07/2014,13,E,2,0,62,0,6,0,0,1,0,0,0,1,69,944789
2014,01/07/2014,14,E,4,0,61,0,9,1,0,0,0,0,2,3,73,944789
2014,01/07/2014,15,E,4,6,114,0,7,1,0,0,0,0,0,1,128,944789
2014,01/07/2014,16,E,4,3,67,0,13,0,0,0,0,0,0,0,83,944789
2014,01/07/2014,17,E,2,1,70,0,3,1,0,0,0,0,0,1,75,944789
2014,01/07/2014,18,E,3,3,79,0,5,0,0,0,0,0,0,0,87,944789
2014,01/07/2014,7,W,1,0,59,0,9,2,0,0,0,0,0,2,70,944789
2014,01/07/2014,8,W,1,0,106,0,6,3,0,0,0,0,0,3,115,944789
2014,01/07/2014,9,W,2,0,54,0,11,2,0,0,0,0,0,2,67,944789
2014,01/07/2014,10,W,3,0,64,0,10,3,0,0,0,0,0,3,77,944789
2014,01/07/2014,11,W,2,1,77,0,4,2,1,0,0,0,0,3,85,944789
2014,01/07/2014,12,W,1,0,58,0,17,2,0,0,0,0,0,2,77,944789
2014,01/07/2014,13,W,0,0,50,0,6,1,0,0,0,0,0,1,57,944789
2014,01/07/2014,14,W,1,0,58,0,9,2,0,2,0,1,0,5,72,944789
2014,01/07/2014,15,W,2,1,132,0,10,3,0,0,0,1,0,4,147,944789
2014,01/07/2014,16,W,10,0,126,0,7,1,0,0,0,0,0,1,134,944789
2014,01/07/2014,17,W,0,2,97,0,2,1,0,0,0,0,0,1,102,944789
2014,01/07/2014,18,W,3,0,80,0,2,0,0,0,0,0,0,0,82,944789
2015,12/06/2015,7,E,0,22,1779,2,288,80,5,4,6,12,17,124,2215,7797
2015,12/06/2015,8,E,1,35,1613,2,212,64,8,7,12,12,23,126,1988,7797
2015,12/06/2015,9,E,0,4,1348,4,183,56,9,11,9,20,14,119,1658,7797
2015,12/06/2015,10,E,1,13,1195,4,188,67,7,11,6,15,14,120,1520,7797
2015,12/06/2015,11,E,0,11,1177,2,196,62,6,14,15,26,22,145,1531,7797
2015,12/06/2015,12,E,0,9,1318,7,193,66,7,2,17,32,23,147,1674,7797
2015,12/06/2015,13,E,0,7,1397,4,225,76,6,10,13,29,20,154,1787,7797
2015,12/06/2015,14,E,0,14,1732,10,241,81,6,8,18,52,25,190,2187,7797
2015,12/06/2015,15,E,0,10,1743,2,293,59,4,4,9,22,19,117,2165,7797
2015,12/06/2015,16,E,1,18,1638,2,197,31,1,4,8,17,12,73,1928,7797
2015,12/06/2015,17,E,0,30,1731,2,140,26,1,2,8,18,9,64,1967,7797
2015,12/06/2015,18,E,0,24,1818,6,119,23,0,1,10,25,19,78,2045,7797
2015,12/06/2015,7,W,0,26,1968,4,306,78,10,9,5,24,28,154,2458,7797
2015,12/06/2015,8,W,0,20,2091,2,193,67,10,14,19,12,14,136,2442,7797
2015,12/06/2015,9,W,0,15,1449,14,181,82,6,10,9,27,15,149,1808,7797
2015,12/06/2015,10,W,2,9,1390,5,180,74,8,8,13,23,24,150,1734,7797
2015,12/06/2015,11,W,0,8,1373,2,185,56,6,1,15,20,18,116,1684,7797
2015,12/06/2015,12,W,0,8,1460,3,239,70,10,9,14,19,13,135,1845,7797
2015,12/06/2015,13,W,1,23,1575,3,252,87,9,13,8,13,30,160,2013,7797
2015,12/06/2015,14,W,0,8,1668,5,299,78,8,8,9,16,19,138,2118,7797
2015,12/06/2015,15,W,1,13,1852,4,334,65,4,7,11,11,23,121,2324,7797
2015,12/06/2015,16,W,0,14,2258,2,316,67,2,0,9,15,12,105,2695,7797
2015,12/06/2015,17,W,0,28,2331,7,253,39,0,0,8,11,6,64,2683,7797
2015,12/06/2015,18,W,1,18,2055,1,142,32,0,0,13,7,13,65,2281,7797
2015,20/04/2015,7,E,6,9,564,4,118,10,1,10,1,3,1,26,721,36977
2015,20/04/2015,8,E,4,6,834,5,103,21,1,1,1,3,2,29,977,36977
2015,20/04/2015,9,E,0,6,489,3,93,19,1,9,0,1,2,32,623,36977
2015,20/04/2015,10,E,2,2,377,4,71,15,0,4,0,0,2,21,475,36977
2015,20/04/2015,11,E,1,2,673,2,108,14,0,3,0,0,0,17,802,36977
2015,20/04/2015,12,E,2,4,566,7,98,10,2,3,2,0,1,18,693,36977
2015,20/04/2015,13,E,2,7,782,4,114,10,0,8,5,1,1,25,932,36977
2015,20/04/2015,14,E,4,7,720,4,104,7,0,6,1,0,1,15,850,36977
2015,20/04/2015,15,E,2,5,926,4,111,13,3,5,1,1,0,23,1069,36977
2015,20/04/2015,16,E,6,7,975,4,123,5,0,4,1,0,0,10,1119,36977
2015,20/04/2015,17,E,4,13,1314,4,94,2,1,0,0,0,0,3,1428,36977
2015,20/04/2015,18,E,4,4,1040,1,51,0,0,0,0,2,0,2,1098,36977
2015,20/04/2015,7,W,2,6,744,1,98,11,0,3,0,0,0,14,863,36977
2015,20/04/2015,8,W,4,11,1178,1,81,13,1,9,1,1,0,25,1296,36977
2015,20/04/2015,9,W,2,2,594,0,80,10,0,6,4,0,2,22,698,36977
2015,20/04/2015,12,W,0,2,605,0,88,18,2,0,1,0,2,23,718,36977
2015,20/04/2015,13,W,0,1,596,0,96,29,4,10,2,2,2,49,742,36977
2015,20/04/2015,14,W,4,0,514,0,83,9,0,6,1,0,5,21,618,36977
2015,20/04/2015,15,W,0,1,380,0,138,15,1,4,1,1,1,23,542,36977
2015,20/04/2015,16,W,4,7,669,1,109,5,2,2,1,0,0,10,796,36977
2015,20/04/2015,17,W,0,8,972,0,66,0,0,0,1,0,0,1,1047,36977
2015,20/04/2015,18,W,3,7,736,0,43,2,0,0,0,0,1,3,789,36977
2015,20/04/2015,10,W,0,9,455,0,78,29,2,12,1,0,1,45,587,36977
2015,20/04/2015,11,W,0,5,506,0,92,13,2,6,0,0,0,21,624,36977
2015,20/05/2015,10,E,0,7,946,2,182,68,8,11,4,37,24,152,1289,38091
2015,20/05/2015,11,E,0,8,837,3,149,64,12,2,4,44,35,161,1158,38091
2015,20/05/2015,12,E,0,7,922,1,153,76,9,6,2,36,21,150,1233,38091
2015,20/05/2015,13,E,0,6,914,0,165,68,4,4,3,29,20,128,1213,38091
2015,20/05/2015,14,E,0,8,1029,2,192,47,3,6,1,27,27,111,1342,38091
2015,20/05/2015,15,E,0,5,1112,3,166,51,2,3,1,33,29,119,1405,38091
2015,20/05/2015,16,E,0,6,1417,8,175,35,1,6,1,15,28,86,1692,38091
2015,20/05/2015,17,E,0,12,981,7,85,20,3,1,4,12,21,61,1146,38091
2015,20/05/2015,18,E,1,3,1018,1,99,20,0,1,6,15,23,65,1186,38091
2015,20/05/2015,7,W,0,13,1591,2,228,46,3,0,0,14,23,86,1920,38091
2015,20/05/2015,8,W,0,14,1272,5,112,29,3,6,2,18,28,86,1489,38091
2015,20/05/2015,9,W,0,9,978,9,131,42,11,5,4,32,35,129,1256,38091
2015,20/05/2015,10,W,0,7,920,6,172,60,8,9,5,25,36,143,1248,38091
2015,20/05/2015,11,W,0,8,805,3,143,68,8,3,9,23,49,160,1119,38091
2015,20/05/2015,12,W,0,8,906,2,154,52,13,2,9,28,31,135,1205,38091
2015,20/05/2015,13,W,0,6,896,3,158,69,3,3,2,27,28,132,1195,38091
2015,20/05/2015,14,W,0,8,996,5,165,39,4,2,3,26,27,101,1275,38091
2015,20/05/2015,15,W,0,5,1102,3,150,54,3,1,0,25,38,121,1381,38091
2015,20/05/2015,16,W,0,9,1223,2,158,32,4,1,3,15,26,81,1473,38091
2015,20/05/2015,17,W,1,8,835,5,89,19,0,1,2,14,10,46,983,38091
2015,20/05/2015,18,W,1,6,1040,3,101,18,1,0,7,25,19,70,1220,38091
2015,20/05/2015,7,E,0,14,1475,1,339,52,6,5,2,18,18,101,1930,38091
2015,20/05/2015,8,E,0,14,1206,1,193,32,6,8,3,20,25,94,1508,38091
2015,20/05/2015,9,E,0,10,1027,6,159,52,7,12,7,31,28,137,1339,38091
2015,15/10/2015,7,N,8,3,471,0,57,5,0,2,1,0,1,9,540,944769
2015,15/10/2015,8,N,6,2,438,1,37,6,0,2,0,0,0,8,486,944769
2015,15/10/2015,9,N,2,3,265,1,36,8,0,0,0,0,0,8,313,944769
2015,15/10/2015,10,N,3,0,222,0,27,9,1,1,0,0,0,11,260,944769
2015,15/10/2015,11,N,0,1,295,0,30,9,2,0,0,0,0,11,337,944769
2015,15/10/2015,12,N,3,1,216,0,19,12,1,2,0,0,0,15,251,944769
2015,15/10/2015,13,N,0,5,293,1,55,4,0,0,4,2,1,11,365,944769
2015,15/10/2015,14,N,3,5,329,1,64,3,0,1,0,0,0,4,403,944769
2015,15/10/2015,15,N,2,3,409,2,57,1,1,1,0,1,0,4,475,944769
2015,15/10/2015,16,N,3,4,437,1,69,2,0,0,0,0,0,2,513,944769
2015,15/10/2015,17,N,3,7,480,0,52,0,1,1,0,0,0,2,541,944769
2015,15/10/2015,18,N,3,4,421,0,36,0,0,0,0,1,0,1,462,944769
2015,15/10/2015,7,S,3,6,386,0,69,10,0,1,0,0,0,11,472,944769
2015,15/10/2015,8,S,6,7,575,0,62,8,0,1,2,0,0,11,655,944769
2015,15/10/2015,9,S,2,2,328,1,54,13,0,0,1,0,0,14,399,944769
2015,15/10/2015,10,S,1,2,240,0,39,5,2,0,0,0,0,7,288,944769
2015,15/10/2015,11,S,0,1,270,0,51,2,1,0,0,1,0,4,326,944769
2015,15/10/2015,12,S,1,2,310,1,42,7,1,0,1,0,0,9,364,944769
2015,15/10/2015,13,S,1,4,366,1,57,5,1,0,1,0,1,8,436,944769
2015,15/10/2015,14,S,1,6,402,1,68,0,0,2,0,0,2,4,481,944769
2015,15/10/2015,15,S,1,5,462,1,64,1,0,0,0,0,0,1,533,944769
2015,15/10/2015,16,S,5,2,441,0,68,1,0,0,0,0,0,1,512,944769
2015,15/10/2015,17,S,7,3,548,0,48,0,0,1,0,0,0,1,600,944769
2015,15/10/2015,18,S,7,2,492,0,30,0,0,0,0,0,0,0,524,944769
2015,30/06/2015,7,E,3,4,444,4,53,5,0,0,0,0,0,5,510,944770
2015,30/06/2015,8,E,3,4,518,0,34,5,0,2,2,0,0,9,565,944770
2015,30/06/2015,9,E,2,0,205,1,20,3,0,0,0,0,0,3,229,944770
2015,30/06/2015,10,E,2,1,111,2,10,0,1,0,0,0,0,1,125,944770
2015,30/06/2015,11,E,1,0,86,0,12,1,0,1,1,0,0,3,101,944770
2015,30/06/2015,12,E,0,3,105,1,16,5,0,0,0,0,0,5,130,944770
2015,30/06/2015,13,E,5,0,92,1,9,2,0,0,0,0,0,2,104,944770
2015,30/06/2015,14,E,1,0,123,1,11,0,0,0,0,0,0,0,135,944770
2015,30/06/2015,15,E,0,0,125,0,18,3,0,0,0,0,0,3,146,944770
2015,30/06/2015,16,E,2,1,137,1,14,4,0,0,0,0,0,4,157,944770
2015,30/06/2015,17,E,1,0,221,1,11,2,0,0,0,0,0,2,235,944770
2015,30/06/2015,18,E,3,0,154,0,6,1,0,0,0,0,0,1,161,944770
2015,30/06/2015,7,W,4,0,61,0,10,3,0,0,0,0,0,3,74,944770
2015,30/06/2015,8,W,0,0,224,0,26,6,0,1,0,0,1,8,258,944770
2015,30/06/2015,9,W,3,1,104,0,11,1,0,1,0,0,0,2,118,944770
2015,30/06/2015,10,W,3,0,94,0,13,2,0,0,0,0,0,2,109,944770
2015,30/06/2015,11,W,0,1,100,0,11,1,1,2,0,0,0,4,116,944770
2015,30/06/2015,12,W,2,1,113,0,14,4,0,0,0,0,0,4,132,944770
2015,30/06/2015,13,W,1,1,110,0,32,0,1,1,1,0,0,3,146,944770
2015,30/06/2015,14,W,2,1,123,0,16,5,0,1,0,0,0,6,146,944770
2015,30/06/2015,15,W,2,1,177,0,24,2,0,0,0,0,0,2,204,944770
2015,30/06/2015,16,W,3,1,279,1,46,2,0,0,0,0,0,2,329,944770
2015,30/06/2015,17,W,2,4,292,0,25,0,0,0,0,0,0,0,321,944770
2015,30/06/2015,18,W,3,1,261,0,20,0,0,0,0,0,0,0,282,944770
2015,23/06/2015,7,E,4,2,290,1,43,8,0,3,0,0,0,11,347,944773
2015,23/06/2015,8,E,5,2,351,0,26,6,1,0,1,0,0,8,387,944773
2015,23/06/2015,9,E,3,2,239,0,25,4,1,2,0,0,1,8,274,944773
2015,23/06/2015,10,E,1,0,169,1,35,5,4,0,0,0,0,9,214,944773
2015,23/06/2015,11,E,0,2,139,1,23,4,0,3,0,1,0,8,173,944773
2015,23/06/2015,12,E,1,3,175,1,29,10,3,1,0,0,0,14,222,944773
2015,23/06/2015,13,E,1,2,154,0,22,6,2,2,0,0,0,10,188,944773
2015,23/06/2015,14,E,1,0,222,1,27,8,1,1,0,0,0,10,260,944773
2015,23/06/2015,15,E,5,1,167,0,28,4,3,1,0,0,0,8,204,944773
2015,23/06/2015,16,E,4,3,235,1,53,3,2,0,0,0,0,5,297,944773
2015,23/06/2015,17,E,9,5,296,3,26,0,1,0,0,0,0,1,331,944773
2015,23/06/2015,18,E,3,2,216,0,14,0,0,0,0,0,0,0,232,944773
2015,23/06/2015,7,W,4,1,169,1,47,2,3,0,0,0,0,5,223,944773
2015,23/06/2015,8,W,5,1,267,1,37,5,0,2,0,0,0,7,313,944773
2015,23/06/2015,9,W,2,0,169,0,34,5,1,0,0,0,0,6,209,944773
2015,23/06/2015,10,W,6,2,141,1,31,3,2,1,0,0,0,6,181,944773
2015,23/06/2015,11,W,1,0,156,0,25,5,2,0,0,0,0,7,188,944773
2015,23/06/2015,12,W,0,1,165,1,24,4,1,1,0,0,0,6,197,944773
2015,23/06/2015,13,W,2,0,152,1,22,2,6,1,0,0,0,9,184,944773
2015,23/06/2015,14,W,0,4,184,2,24,7,3,0,0,1,0,11,225,944773
2015,23/06/2015,15,W,6,2,147,1,25,1,1,0,0,0,0,2,177,944773
2015,23/06/2015,16,W,6,3,225,2,25,1,3,0,0,0,0,4,259,944773
2015,23/06/2015,17,W,8,4,312,1,26,2,3,0,0,0,1,6,349,944773
2015,23/06/2015,18,W,2,2,222,0,16,3,0,0,0,0,0,3,243,944773
2015,27/04/2015,11,N,0,0,112,5,19,0,1,0,0,0,0,1,137,944775
2015,27/04/2015,12,N,0,0,125,4,22,1,0,0,0,0,0,1,152,944775
2015,27/04/2015,13,N,2,0,104,4,14,2,1,0,0,0,0,3,125,944775
2015,27/04/2015,14,N,0,0,126,5,22,1,0,0,0,0,0,1,154,944775
2015,27/04/2015,15,N,0,0,228,4,16,1,0,0,0,0,0,1,249,944775
2015,27/04/2015,16,N,0,1,205,3,28,2,0,0,0,0,0,2,239,944775
2015,27/04/2015,17,N,3,3,224,3,20,0,0,0,0,0,0,0,250,944775
2015,27/04/2015,18,N,1,0,216,4,21,1,0,0,0,0,0,1,242,944775
2015,27/04/2015,7,N,2,2,340,6,38,1,0,0,0,0,0,1,387,944775
2015,27/04/2015,8,N,2,3,540,4,27,3,0,0,0,0,0,3,577,944775
2015,27/04/2015,9,N,2,0,191,3,24,0,0,0,0,0,0,0,218,944775
2015,27/04/2015,10,N,0,3,121,6,20,1,3,1,0,0,0,5,155,944775
2015,27/04/2015,10,S,0,0,78,8,19,1,3,0,0,0,0,4,109,944775
2015,27/04/2015,11,S,0,0,90,2,12,0,1,0,0,0,0,1,105,944775
2015,27/04/2015,12,S,0,0,114,1,20,3,1,0,0,0,0,4,139,944775
2015,27/04/2015,13,S,0,1,116,2,15,1,2,0,0,0,0,3,137,944775
2015,27/04/2015,14,S,1,2,116,5,26,2,0,0,0,0,0,2,151,944775
2015,27/04/2015,15,S,1,0,200,3,20,2,2,0,0,0,0,4,227,944775
2015,27/04/2015,16,S,4,2,230,5,33,1,0,0,0,0,0,1,271,944775
2015,27/04/2015,17,S,1,2,258,4,25,0,0,0,0,0,0,0,289,944775
2015,27/04/2015,18,S,1,2,239,4,24,0,0,0,0,0,0,0,269,944775
2015,27/04/2015,7,S,1,0,59,4,9,2,1,0,0,0,0,3,75,944775
2015,27/04/2015,8,S,0,0,131,3,13,3,0,0,0,0,0,3,150,944775
2015,27/04/2015,9,S,2,0,90,3,24,0,0,0,0,0,0,0,117,944775
2015,02/07/2015,14,E,0,0,122,8,23,3,0,0,0,0,0,3,156,944777
2015,02/07/2015,15,E,0,3,218,8,21,2,0,0,0,0,0,2,252,944777
2015,02/07/2015,16,E,0,1,197,8,25,1,0,0,0,0,0,1,232,944777
2015,02/07/2015,17,E,2,1,329,5,25,0,0,0,0,0,0,0,360,944777
2015,02/07/2015,18,E,2,3,251,6,14,1,0,0,0,0,0,1,275,944777
2015,02/07/2015,7,W,0,3,229,7,34,0,0,0,0,0,0,0,273,944777
2015,02/07/2015,8,W,3,0,460,10,25,0,0,0,0,0,0,0,495,944777
2015,02/07/2015,9,W,0,0,158,9,24,3,0,0,0,0,0,3,194,944777
2015,02/07/2015,10,W,0,0,114,8,12,2,0,0,0,0,0,2,136,944777
2015,02/07/2015,11,W,2,0,150,10,16,2,0,0,0,0,0,2,178,944777
2015,02/07/2015,12,W,1,1,119,8,22,3,0,0,0,0,0,3,153,944777
2015,02/07/2015,13,W,1,7,174,9,25,2,0,0,0,0,0,2,217,944777
2015,02/07/2015,14,W,0,1,156,7,21,3,0,0,0,0,0,3,188,944777
2015,02/07/2015,15,W,0,2,218,5,15,2,0,0,0,0,0,2,242,944777
